52364E1A,Ch.1[C],Ch.2[%]
2020-06-04 12:09:34,23.5,66
2020-06-04 12:10:34,23.4,66
2020-06-04 12:11:34,23.4,66
2020-06-04 12:12:34,23.4,66
2020-06-04 12:13:34,23.5,66
2020-06-04 12:14:34,23.5,66
2020-06-04 12:15:34,23.5,66
2020-06-04 12:16:34,23.4,66
2020-06-04 12:17:34,23.4,66
2020-06-04 12:18:34,23.4,66
2020-06-04 12:19:34,23.4,66
2020-06-04 12:20:34,23.3,66
2020-06-04 12:21:34,23.3,66
2020-06-04 12:22:34,23.3,66
2020-06-04 12:23:34,23.3,66
2020-06-04 12:24:34,23.3,66
2020-06-04 12:25:34,23.3,66
2020-06-04 12:26:34,23.3,66
2020-06-04 12:27:34,23.3,66
2020-06-04 12:28:34,23.3,67
2020-06-04 12:29:34,23.3,66
2020-06-04 12:30:34,23.2,66
2020-06-04 12:31:34,23.2,66
2020-06-04 12:32:34,23.2,66
2020-06-04 12:33:34,23.2,66
2020-06-04 12:34:34,23.2,67
2020-06-04 12:35:34,23.2,67
2020-06-04 12:36:34,23.2,67
2020-06-04 12:37:34,23.2,67
2020-06-04 12:38:34,23.2,67
2020-06-04 12:39:34,23.2,67
2020-06-04 12:40:34,23.2,67
2020-06-04 12:41:34,23.2,67
2020-06-04 12:42:34,23.2,67
2020-06-04 12:43:34,23.2,67
2020-06-04 12:44:34,23.2,67
2020-06-04 12:45:34,23.2,67
2020-06-04 12:46:34,23.2,68
2020-06-04 12:47:34,23.2,68
2020-06-04 12:48:34,23.2,68
2020-06-04 12:49:34,23.3,68
2020-06-04 12:50:34,23.3,68
2020-06-04 12:51:34,23.3,68
2020-06-04 12:52:34,23.3,68
2020-06-04 12:53:34,23.3,68
2020-06-04 12:54:34,23.3,68
2020-06-04 12:55:34,23.3,67
2020-06-04 12:56:34,23.3,67
2020-06-04 12:57:34,23.3,67
2020-06-04 12:58:34,23.4,68
2020-06-04 12:59:34,23.4,68
2020-06-04 13:00:34,23.4,68
2020-06-04 13:01:34,23.4,68
2020-06-04 13:02:34,23.4,68
2020-06-04 13:03:34,23.4,68
2020-06-04 13:04:34,23.5,68
2020-06-04 13:05:34,23.5,68
2020-06-04 13:06:34,23.5,68
2020-06-04 13:07:34,23.5,67
2020-06-04 13:08:34,23.5,67
2020-06-04 13:09:34,23.4,67
2020-06-04 13:10:34,23.5,67
2020-06-04 13:11:34,23.5,67
2020-06-04 13:12:34,23.5,67
2020-06-04 13:13:34,23.4,66
2020-06-04 13:14:34,23.4,66
2020-06-04 13:15:34,23.4,66
2020-06-04 13:16:34,23.4,66
2020-06-04 13:17:34,23.4,66
2020-06-04 13:18:34,23.4,66
2020-06-04 13:19:34,23.5,66
2020-06-04 13:20:34,23.5,66
2020-06-04 13:21:34,23.4,66
2020-06-04 13:22:34,23.4,66
2020-06-04 13:23:34,23.4,66
2020-06-04 13:24:34,23.4,66
2020-06-04 13:25:34,23.4,66
2020-06-04 13:26:34,23.4,66
2020-06-04 13:27:34,23.4,66
2020-06-04 13:28:34,23.4,66
2020-06-04 13:29:34,23.4,66
2020-06-04 13:30:34,23.4,66
2020-06-04 13:31:34,23.4,66
2020-06-04 13:32:34,23.4,66
2020-06-04 13:33:34,23.5,66
2020-06-04 13:34:34,23.5,66
2020-06-04 13:35:34,23.4,66
2020-06-04 13:36:34,23.4,66
2020-06-04 13:37:34,23.4,66
2020-06-04 13:38:34,23.4,66
2020-06-04 13:39:34,23.4,66
2020-06-04 13:40:34,23.4,66
2020-06-04 13:41:34,23.4,66
2020-06-04 13:42:34,23.4,66
2020-06-04 13:43:34,23.4,66
2020-06-04 13:44:34,23.4,66
2020-06-04 13:45:34,23.4,66
2020-06-04 13:46:34,23.4,66
2020-06-04 13:47:34,23.5,66
2020-06-04 13:48:34,23.4,66
2020-06-04 13:49:34,23.4,66
2020-06-04 13:50:34,23.4,66
2020-06-04 13:51:34,23.4,66
2020-06-04 13:52:34,23.4,65
2020-06-04 13:53:34,23.4,65
2020-06-04 13:54:34,23.4,65
2020-06-04 13:55:34,23.4,66
2020-06-04 13:56:34,23.5,66
2020-06-04 13:57:34,23.5,66
2020-06-04 13:58:34,23.5,66
2020-06-04 13:59:34,23.5,66
2020-06-04 14:00:34,23.5,66
2020-06-04 14:01:34,23.5,66
2020-06-04 14:02:34,23.5,66
2020-06-04 14:03:34,23.5,66
2020-06-04 14:04:34,23.5,66
2020-06-04 14:05:34,23.5,66
2020-06-04 14:06:34,23.5,66
2020-06-04 14:07:34,23.5,66
2020-06-04 14:08:34,23.5,66
2020-06-04 14:09:34,23.5,66
2020-06-04 14:10:34,23.5,66
2020-06-04 14:11:34,23.5,66
2020-06-04 14:12:34,23.5,66
2020-06-04 14:13:34,23.5,66
2020-06-04 14:14:34,23.4,66
2020-06-04 14:15:34,23.5,66
2020-06-04 14:16:34,23.5,66
2020-06-04 14:17:34,23.4,66
2020-06-04 14:18:34,23.4,66
2020-06-04 14:19:34,23.4,66
2020-06-04 14:20:34,23.4,66
2020-06-04 14:21:34,23.4,66
2020-06-04 14:22:34,23.5,66
2020-06-04 14:23:34,23.5,66
2020-06-04 14:24:34,23.5,66
2020-06-04 14:25:34,23.5,66
2020-06-04 14:26:34,23.5,66
2020-06-04 14:27:34,23.5,66
2020-06-04 14:28:34,23.5,66
2020-06-04 14:29:34,23.5,65
2020-06-04 14:30:34,23.5,65
2020-06-04 14:31:34,23.5,65
2020-06-04 14:32:34,23.5,66
2020-06-04 14:33:34,23.4,66
2020-06-04 14:34:34,23.4,65
2020-06-04 14:35:34,23.5,65
2020-06-04 14:36:34,23.5,65
2020-06-04 14:37:34,23.5,65
2020-06-04 14:38:34,23.5,65
2020-06-04 14:39:34,23.5,65
2020-06-04 14:40:34,23.5,66
2020-06-04 14:41:34,23.5,66
2020-06-04 14:42:34,23.5,66
2020-06-04 14:43:34,23.5,66
2020-06-04 14:44:34,23.6,66
2020-06-04 14:45:34,23.6,66
2020-06-04 14:46:34,23.6,65
2020-06-04 14:47:34,23.6,65
2020-06-04 14:48:34,23.6,65
2020-06-04 14:49:34,23.6,65
2020-06-04 14:50:34,23.6,65
2020-06-04 14:51:34,23.5,65
2020-06-04 14:52:34,23.5,65
2020-06-04 14:53:34,23.5,66
2020-06-04 14:54:34,23.5,66
2020-06-04 14:55:34,23.5,66
2020-06-04 14:56:34,23.5,66
2020-06-04 14:57:34,23.5,66
2020-06-04 14:58:34,23.5,66
2020-06-04 14:59:34,23.5,66
2020-06-04 15:00:34,23.5,66
2020-06-04 15:01:34,23.5,66
2020-06-04 15:02:34,23.5,66
2020-06-04 15:03:34,23.5,66
2020-06-04 15:04:34,23.5,66
2020-06-04 15:05:34,23.5,66
2020-06-04 15:06:34,23.5,66
2020-06-04 15:07:34,23.6,66
2020-06-04 15:08:34,23.6,66
2020-06-04 15:09:34,23.6,66
2020-06-04 15:10:34,23.5,67
2020-06-04 15:11:34,23.5,67
2020-06-04 15:12:34,23.5,67
2020-06-04 15:13:34,23.6,67
2020-06-04 15:14:34,23.6,67
2020-06-04 15:15:34,23.6,67
2020-06-04 15:16:34,23.6,67
2020-06-04 15:17:34,23.6,67
2020-06-04 15:18:34,23.6,67
2020-06-04 15:19:34,23.6,67
2020-06-04 15:20:34,23.6,66
2020-06-04 15:21:34,23.5,66
2020-06-04 15:22:34,23.5,66
2020-06-04 15:23:34,23.5,66
2020-06-04 15:24:34,23.5,66
2020-06-04 15:25:34,23.5,66
2020-06-04 15:26:34,23.6,66
2020-06-04 15:27:34,23.6,66
2020-06-04 15:28:34,23.5,66
2020-06-04 15:29:34,23.5,66
2020-06-04 15:30:34,23.6,66
2020-06-04 15:31:34,23.6,66
2020-06-04 15:32:34,23.5,66
2020-06-04 15:33:34,23.5,66
2020-06-04 15:34:34,23.5,66
2020-06-04 15:35:34,23.5,66
2020-06-04 15:36:34,23.6,66
2020-06-04 15:37:34,23.5,66
2020-06-04 15:38:34,23.5,65
2020-06-04 15:39:34,23.5,65
2020-06-04 15:40:34,23.5,66
2020-06-04 15:41:34,23.5,66
2020-06-04 15:42:34,23.5,66
2020-06-04 15:43:34,23.5,66
2020-06-04 15:44:34,23.6,66
2020-06-04 15:45:34,23.5,66
2020-06-04 15:46:34,23.6,66
2020-06-04 15:47:34,23.6,66
2020-06-04 15:48:34,23.5,66
2020-06-04 15:49:34,23.5,65
2020-06-04 15:50:34,23.5,66
2020-06-04 15:51:34,23.5,65
2020-06-04 15:52:34,23.5,65
2020-06-04 15:53:34,23.5,65
2020-06-04 15:54:34,23.5,66
2020-06-04 15:55:34,23.5,66
2020-06-04 15:56:34,23.5,66
2020-06-04 15:57:34,23.5,66
2020-06-04 15:58:34,23.5,66
2020-06-04 15:59:34,23.5,66
2020-06-04 16:00:34,23.5,66
2020-06-04 16:01:34,23.5,66
2020-06-04 16:02:34,23.4,66
2020-06-04 16:03:34,23.4,66
2020-06-04 16:04:34,23.4,66
2020-06-04 16:05:34,23.4,66
2020-06-04 16:06:34,23.4,66
2020-06-04 16:07:34,23.4,66
2020-06-04 16:08:34,23.5,66
2020-06-04 16:09:34,23.4,66
2020-06-04 16:10:34,23.4,66
2020-06-04 16:11:34,23.4,66
2020-06-04 16:12:34,23.4,66
2020-06-04 16:13:34,23.4,66
2020-06-04 16:14:34,23.4,66
2020-06-04 16:15:34,23.4,66
2020-06-04 16:16:34,23.4,66
2020-06-04 16:17:34,23.4,66
2020-06-04 16:18:34,23.4,66
2020-06-04 16:19:34,23.4,65
2020-06-04 16:20:34,23.4,65
2020-06-04 16:21:34,23.5,65
2020-06-04 16:22:34,23.4,65
2020-06-04 16:23:34,23.4,65
2020-06-04 16:24:34,23.4,66
2020-06-04 16:25:34,23.4,66
2020-06-04 16:26:34,23.4,66
2020-06-04 16:27:34,23.4,66
2020-06-04 16:28:34,23.4,66
2020-06-04 16:29:34,23.4,66
2020-06-04 16:30:34,23.4,66
2020-06-04 16:31:34,23.4,66
2020-06-04 16:32:34,23.4,66
2020-06-04 16:33:34,23.4,66
2020-06-04 16:34:34,23.4,66
2020-06-04 16:35:34,23.4,65
2020-06-04 16:36:34,23.3,65
2020-06-04 16:37:34,23.4,66
2020-06-04 16:38:34,23.4,66
2020-06-04 16:39:34,23.4,66
2020-06-04 16:40:34,23.4,66
2020-06-04 16:41:34,23.4,66
2020-06-04 16:42:34,23.4,66
2020-06-04 16:43:34,23.4,66
2020-06-04 16:44:34,23.4,66
2020-06-04 16:45:34,23.4,66
2020-06-04 16:46:34,23.4,66
2020-06-04 16:47:34,23.4,66
2020-06-04 16:48:34,23.4,66
2020-06-04 16:49:34,23.4,65
2020-06-04 16:50:34,23.4,66
2020-06-04 16:51:34,23.4,66
2020-06-04 16:52:34,23.4,66
2020-06-04 16:53:34,23.4,66
2020-06-04 16:54:34,23.4,66
2020-06-04 16:55:34,23.4,66
2020-06-04 16:56:34,23.4,66
2020-06-04 16:57:34,23.3,66
2020-06-04 16:58:34,23.4,66
2020-06-04 16:59:34,23.4,66
2020-06-04 17:00:34,23.3,65
2020-06-04 17:01:34,23.2,66
2020-06-04 17:02:34,23.2,65
2020-06-04 17:03:34,23.2,66
2020-06-04 17:04:34,23.2,66
2020-06-04 17:05:34,23.1,66
2020-06-04 17:06:34,23.1,66
2020-06-04 17:07:34,23.1,66
2020-06-04 17:08:34,23.1,67
2020-06-04 17:09:34,23.1,67
2020-06-04 17:10:34,23.1,67
2020-06-04 17:11:34,23.1,67
2020-06-04 17:12:34,23.1,67
2020-06-04 17:13:34,23.2,68
2020-06-04 17:14:34,23.2,67
2020-06-04 17:15:34,23.2,67
2020-06-04 17:16:34,23.1,66
2020-06-04 17:17:34,23.1,66
2020-06-04 17:18:34,23.0,66
2020-06-04 17:19:34,23.0,67
2020-06-04 17:20:34,23.0,67
2020-06-04 17:21:34,23.1,67
2020-06-04 17:22:34,23.1,67
