5218427A,Ch.1[C],Ch.2[%]
2020-06-04 12:12:50,37.7,52
2020-06-04 12:13:50,37.8,51
2020-06-04 12:14:50,38.0,51
2020-06-04 12:15:50,38.2,50
2020-06-04 12:16:50,38.3,51
2020-06-04 12:17:50,38.4,50
2020-06-04 12:18:50,38.5,50
2020-06-04 12:19:50,38.3,49
2020-06-04 12:20:50,38.2,50
2020-06-04 12:21:50,38.1,50
2020-06-04 12:22:50,38.0,50
2020-06-04 12:23:50,38.0,50
2020-06-04 12:24:50,38.0,51
2020-06-04 12:25:50,38.1,51
2020-06-04 12:26:50,38.1,51
2020-06-04 12:27:50,38.2,51
2020-06-04 12:28:50,38.2,51
2020-06-04 12:29:50,38.2,50
2020-06-04 12:30:50,38.2,49
2020-06-04 12:31:50,38.6,49
2020-06-04 12:32:50,39.0,49
2020-06-04 12:33:50,38.9,47
2020-06-04 12:34:50,39.1,48
2020-06-04 12:35:50,38.6,47
2020-06-04 12:36:50,38.4,47
2020-06-04 12:37:50,38.4,48
2020-06-04 12:38:50,38.4,48
2020-06-04 12:39:50,38.5,48
2020-06-04 12:40:50,38.7,48
2020-06-04 12:41:50,38.8,48
2020-06-04 12:42:50,38.7,47
2020-06-04 12:43:50,38.9,47
2020-06-04 12:44:50,38.8,48
2020-06-04 12:45:50,38.8,47
2020-06-04 12:46:50,38.9,47
2020-06-04 12:47:50,38.9,47
2020-06-04 12:48:50,38.9,47
2020-06-04 12:49:50,39.1,47
2020-06-04 12:50:50,38.8,47
2020-06-04 12:51:50,38.9,48
2020-06-04 12:52:50,38.9,48
2020-06-04 12:53:50,38.7,48
2020-06-04 12:54:50,38.5,48
2020-06-04 12:55:50,38.4,48
2020-06-04 12:56:50,38.6,49
2020-06-04 12:57:50,38.7,48
2020-06-04 12:58:50,38.9,47
2020-06-04 12:59:50,38.9,47
2020-06-04 13:00:50,39.1,47
2020-06-04 13:01:50,39.3,46
2020-06-04 13:02:50,39.4,46
2020-06-04 13:03:50,39.6,46
2020-06-04 13:04:50,39.6,45
2020-06-04 13:05:50,39.5,45
2020-06-04 13:06:50,39.1,46
2020-06-04 13:07:50,39.0,47
2020-06-04 13:08:50,38.8,47
2020-06-04 13:09:50,38.9,47
2020-06-04 13:10:50,39.1,47
2020-06-04 13:11:50,39.0,46
2020-06-04 13:12:50,38.9,46
2020-06-04 13:13:50,39.0,47
2020-06-04 13:14:50,39.2,46
2020-06-04 13:15:50,38.8,46
2020-06-04 13:16:50,38.7,47
2020-06-04 13:17:50,38.8,47
2020-06-04 13:18:50,39.1,46
2020-06-04 13:19:50,39.2,46
2020-06-04 13:20:50,39.3,45
2020-06-04 13:21:50,39.5,45
2020-06-04 13:22:50,39.7,45
2020-06-04 13:23:50,39.7,45
2020-06-04 13:24:50,39.8,44
2020-06-04 13:25:50,39.8,44
2020-06-04 13:26:50,39.7,44
2020-06-04 13:27:50,39.5,44
2020-06-04 13:28:50,39.7,44
2020-06-04 13:29:50,39.9,44
2020-06-04 13:30:50,40.3,44
2020-06-04 13:31:50,40.4,43
2020-06-04 13:32:50,40.1,43
2020-06-04 13:33:50,39.6,43
2020-06-04 13:34:50,39.8,44
2020-06-04 13:35:50,39.7,44
2020-06-04 13:36:50,39.8,44
2020-06-04 13:37:50,39.7,45
2020-06-04 13:38:50,39.7,44
2020-06-04 13:39:50,39.9,44
2020-06-04 13:40:50,39.7,44
2020-06-04 13:41:50,39.2,44
2020-06-04 13:42:50,39.4,45
2020-06-04 13:43:50,39.6,44
2020-06-04 13:44:50,39.6,44
2020-06-04 13:45:50,39.1,45
2020-06-04 13:46:50,39.1,45
2020-06-04 13:47:50,39.4,44
2020-06-04 13:48:50,39.3,44
2020-06-04 13:49:50,39.0,45
2020-06-04 13:50:50,39.1,45
2020-06-04 13:51:50,39.2,45
2020-06-04 13:52:50,39.3,45
2020-06-04 13:53:50,39.7,44
2020-06-04 13:54:50,40.0,43
2020-06-04 13:55:50,40.1,43
2020-06-04 13:56:50,39.7,43
2020-06-04 13:57:50,39.3,44
2020-06-04 13:58:50,39.0,45
2020-06-04 13:59:50,38.8,45
2020-06-04 14:00:50,39.3,44
2020-06-04 14:01:50,39.7,43
2020-06-04 14:02:50,39.8,43
2020-06-04 14:03:50,39.9,42
2020-06-04 14:04:50,39.9,43
2020-06-04 14:05:50,40.5,42
2020-06-04 14:06:50,40.9,41
2020-06-04 14:07:50,40.9,40
2020-06-04 14:08:50,40.9,41
2020-06-04 14:09:50,41.0,41
2020-06-04 14:10:50,40.4,41
2020-06-04 14:11:50,40.4,41
2020-06-04 14:12:50,39.9,41
2020-06-04 14:13:50,40.1,42
2020-06-04 14:14:50,40.1,42
2020-06-04 14:15:50,40.3,42
2020-06-04 14:16:50,40.4,41
2020-06-04 14:17:50,40.5,42
2020-06-04 14:18:50,40.8,41
2020-06-04 14:19:50,41.0,41
2020-06-04 14:20:50,41.0,41
2020-06-04 14:21:50,40.9,41
2020-06-04 14:22:50,40.8,42
2020-06-04 14:23:50,40.8,42
2020-06-04 14:24:50,40.8,42
2020-06-04 14:25:50,40.9,43
2020-06-04 14:26:50,40.5,44
2020-06-04 14:27:50,40.5,44
2020-06-04 14:28:50,40.7,44
2020-06-04 14:29:50,40.9,44
2020-06-04 14:30:50,41.0,44
2020-06-04 14:31:50,40.8,44
2020-06-04 14:32:50,40.5,44
2020-06-04 14:33:50,40.4,44
2020-06-04 14:34:50,40.6,44
2020-06-04 14:35:50,40.3,44
2020-06-04 14:36:50,40.2,45
2020-06-04 14:37:50,40.5,45
2020-06-04 14:38:50,40.7,45
2020-06-04 14:39:50,40.7,45
2020-06-04 14:40:50,40.1,45
2020-06-04 14:41:50,39.7,47
2020-06-04 14:42:50,39.8,48
2020-06-04 14:43:50,39.8,48
2020-06-04 14:44:50,40.0,48
2020-06-04 14:45:50,40.1,48
2020-06-04 14:46:50,39.7,47
2020-06-04 14:47:50,39.6,48
2020-06-04 14:48:50,39.4,49
2020-06-04 14:49:50,39.6,48
2020-06-04 14:50:50,39.3,49
2020-06-04 14:51:50,39.2,49
2020-06-04 14:52:50,39.3,49
2020-06-04 14:53:50,39.8,48
2020-06-04 14:54:50,40.0,47
2020-06-04 14:55:50,39.6,47
2020-06-04 14:56:50,39.4,48
2020-06-04 14:57:50,39.5,48
2020-06-04 14:58:50,39.6,48
2020-06-04 14:59:50,39.5,48
2020-06-04 15:00:50,39.6,48
2020-06-04 15:01:50,39.9,48
2020-06-04 15:02:50,39.7,47
2020-06-04 15:03:50,39.6,47
2020-06-04 15:04:50,39.5,48
2020-06-04 15:05:50,39.4,48
2020-06-04 15:06:50,39.7,48
2020-06-04 15:07:50,39.8,47
2020-06-04 15:08:50,40.0,46
2020-06-04 15:09:50,39.8,47
2020-06-04 15:10:50,39.6,48
2020-06-04 15:11:50,39.6,47
2020-06-04 15:12:50,40.0,47
2020-06-04 15:13:50,40.2,46
2020-06-04 15:14:50,39.8,45
2020-06-04 15:15:50,39.4,46
2020-06-04 15:16:50,39.1,47
2020-06-04 15:17:50,39.0,48
2020-06-04 15:18:50,38.8,48
2020-06-04 15:19:50,39.1,48
2020-06-04 15:20:50,39.3,47
2020-06-04 15:21:50,39.0,47
2020-06-04 15:22:50,39.0,47
2020-06-04 15:23:50,39.0,48
2020-06-04 15:24:50,38.8,49
2020-06-04 15:25:50,38.7,49
2020-06-04 15:26:50,38.5,49
2020-06-04 15:27:50,38.7,50
2020-06-04 15:28:50,38.6,49
2020-06-04 15:29:50,38.4,49
2020-06-04 15:30:50,38.6,49
2020-06-04 15:31:50,38.7,49
2020-06-04 15:32:50,38.9,48
2020-06-04 15:33:50,39.1,48
2020-06-04 15:34:50,39.1,47
2020-06-04 15:35:50,39.1,47
2020-06-04 15:36:50,39.1,47
2020-06-04 15:37:50,38.9,47
2020-06-04 15:38:50,38.4,48
2020-06-04 15:39:50,38.4,49
2020-06-04 15:40:50,38.6,49
2020-06-04 15:41:50,38.5,49
2020-06-04 15:42:50,38.8,49
2020-06-04 15:43:50,38.8,48
2020-06-04 15:44:50,38.7,48
2020-06-04 15:45:50,38.6,48
2020-06-04 15:46:50,38.7,48
2020-06-04 15:47:50,38.7,48
2020-06-04 15:48:50,38.3,48
2020-06-04 15:49:50,38.4,49
2020-06-04 15:50:50,38.3,49
2020-06-04 15:51:50,38.5,49
2020-06-04 15:52:50,38.5,49
2020-06-04 15:53:50,38.6,49
2020-06-04 15:54:50,38.8,48
2020-06-04 15:55:50,38.7,48
2020-06-04 15:56:50,38.7,47
2020-06-04 15:57:50,38.5,47
2020-06-04 15:58:50,38.4,48
2020-06-04 15:59:50,38.7,49
2020-06-04 16:00:50,38.2,48
2020-06-04 16:01:50,38.3,49
2020-06-04 16:02:50,38.3,49
2020-06-04 16:03:50,38.1,49
2020-06-04 16:04:50,38.1,49
2020-06-04 16:05:50,37.9,49
2020-06-04 16:06:50,37.8,49
2020-06-04 16:07:50,37.7,50
2020-06-04 16:08:50,37.8,50
2020-06-04 16:09:50,37.9,49
2020-06-04 16:10:50,38.0,49
2020-06-04 16:11:50,37.9,49
2020-06-04 16:12:50,37.6,49
2020-06-04 16:13:50,37.6,50
2020-06-04 16:14:50,37.6,49
2020-06-04 16:15:50,37.6,50
2020-06-04 16:16:50,37.7,49
2020-06-04 16:17:50,37.7,49
2020-06-04 16:18:50,37.6,49
2020-06-04 16:19:50,37.4,49
2020-06-04 16:20:50,37.4,50
2020-06-04 16:21:50,37.4,50
2020-06-04 16:22:50,37.4,50
2020-06-04 16:23:50,37.4,50
2020-06-04 16:24:50,37.3,50
2020-06-04 16:25:50,37.2,50
2020-06-04 16:26:50,37.2,50
2020-06-04 16:27:50,37.3,50
2020-06-04 16:28:50,37.2,50
2020-06-04 16:29:50,37.2,50
2020-06-04 16:30:50,37.2,50
2020-06-04 16:31:50,37.2,50
2020-06-04 16:32:50,37.2,50
2020-06-04 16:33:50,37.1,50
2020-06-04 16:34:50,37.3,51
2020-06-04 16:35:50,37.1,51
2020-06-04 16:36:50,36.9,51
2020-06-04 16:37:50,36.8,51
2020-06-04 16:38:50,36.7,52
2020-06-04 16:39:50,36.5,52
2020-06-04 16:40:50,36.7,52
2020-06-04 16:41:50,36.6,52
2020-06-04 16:42:50,36.8,52
2020-06-04 16:43:50,36.7,52
2020-06-04 16:44:50,36.6,52
2020-06-04 16:45:50,36.6,53
2020-06-04 16:46:50,36.9,53
2020-06-04 16:47:50,37.0,52
2020-06-04 16:48:50,36.8,51
2020-06-04 16:49:50,36.6,52
2020-06-04 16:50:50,36.4,51
2020-06-04 16:51:50,36.4,52
2020-06-04 16:52:50,36.5,51
2020-06-04 16:53:50,36.4,51
2020-06-04 16:54:50,36.3,52
2020-06-04 16:55:50,36.1,52
2020-06-04 16:56:50,36.0,53
2020-06-04 16:57:50,36.0,53
2020-06-04 16:58:50,36.0,53
2020-06-04 16:59:50,36.1,53
2020-06-04 17:00:50,36.0,53
2020-06-04 17:01:50,36.1,53
2020-06-04 17:02:50,36.1,53
2020-06-04 17:03:50,36.1,53
2020-06-04 17:04:50,36.1,52
2020-06-04 17:05:50,36.0,52
2020-06-04 17:06:50,35.9,52
2020-06-04 17:07:50,35.7,53
2020-06-04 17:08:50,35.6,53
2020-06-04 17:09:50,35.7,53
2020-06-04 17:10:50,35.6,53
2020-06-04 17:11:50,35.6,54
2020-06-04 17:12:50,35.6,54
2020-06-04 17:13:50,35.5,54
2020-06-04 17:14:50,35.4,54
2020-06-04 17:15:50,35.3,55
2020-06-04 17:16:50,35.2,55
2020-06-04 17:17:50,35.2,56
2020-06-04 17:18:50,35.1,56
2020-06-04 17:19:50,35.1,56
2020-06-04 17:20:50,35.1,56
2020-06-04 17:21:50,35.1,56
2020-06-04 17:22:50,35.1,56
2020-06-04 17:23:50,35.0,57
2020-06-04 17:24:50,34.9,57
2020-06-04 17:25:50,34.8,57
2020-06-04 17:26:50,34.7,57
2020-06-04 17:27:50,34.7,57
2020-06-04 17:28:50,34.7,57
2020-06-04 17:29:50,34.6,57
2020-06-04 17:30:50,34.5,57
2020-06-04 17:31:50,34.5,57
2020-06-04 17:32:50,34.6,58
2020-06-04 17:33:50,34.6,57
2020-06-04 17:34:50,34.5,57
2020-06-04 17:35:50,34.4,57
2020-06-04 17:36:50,34.3,57
2020-06-04 17:37:50,34.3,58
2020-06-04 17:38:50,34.3,57
2020-06-04 17:39:50,34.2,57
2020-06-04 17:40:50,34.1,58
2020-06-04 17:41:50,34.0,58
2020-06-04 17:42:50,34.1,58
2020-06-04 17:43:50,34.1,58
2020-06-04 17:44:50,34.0,58
2020-06-04 17:45:50,34.0,58
2020-06-04 17:46:50,34.0,58
2020-06-04 17:47:50,34.0,58
2020-06-04 17:48:50,33.9,58
2020-06-04 17:49:50,33.9,58
2020-06-04 17:50:50,33.9,58
2020-06-04 17:51:50,33.9,59
2020-06-04 17:52:50,33.9,59
2020-06-04 17:53:50,34.0,59
2020-06-04 17:54:50,34.0,59
2020-06-04 17:55:50,34.0,59
2020-06-04 17:56:50,33.9,60
2020-06-04 17:57:50,33.9,61
2020-06-04 17:58:50,33.9,61
2020-06-04 17:59:50,33.8,61
2020-06-04 18:00:50,33.8,61
2020-06-04 18:01:50,33.8,61
2020-06-04 18:02:50,33.8,61
2020-06-04 18:03:50,33.7,61
2020-06-04 18:04:50,33.6,60
2020-06-04 18:05:50,33.6,60
2020-06-04 18:06:50,33.5,60
2020-06-04 18:07:50,33.4,60
2020-06-04 18:08:50,33.5,60
2020-06-04 18:09:50,33.4,61
2020-06-04 18:10:50,33.4,61
2020-06-04 18:11:50,33.4,61
2020-06-04 18:12:50,33.4,61
2020-06-04 18:13:50,33.4,61
2020-06-04 18:14:50,33.3,62
2020-06-04 18:15:50,33.3,62
2020-06-04 18:16:50,33.2,62
2020-06-04 18:17:50,33.2,62
2020-06-04 18:18:50,33.1,62
2020-06-04 18:19:50,33.1,63
2020-06-04 18:20:50,33.0,63
2020-06-04 18:21:50,33.0,63
2020-06-04 18:22:50,33.0,63
2020-06-04 18:23:50,33.0,63
2020-06-04 18:24:50,33.0,63
2020-06-04 18:25:50,33.0,63
2020-06-04 18:26:50,32.9,64
2020-06-04 18:27:50,32.9,64
2020-06-04 18:28:50,32.9,64
2020-06-04 18:29:50,32.9,64
2020-06-04 18:30:50,32.8,64
2020-06-04 18:31:50,32.8,64
2020-06-04 18:32:50,32.8,65
2020-06-04 18:33:50,32.8,64
2020-06-04 18:34:50,32.7,65
2020-06-04 18:35:50,32.7,65
2020-06-04 18:36:50,32.7,65
2020-06-04 18:37:50,32.6,65
2020-06-04 18:38:50,32.6,65
2020-06-04 18:39:50,32.6,65
2020-06-04 18:40:50,32.6,65
2020-06-04 18:41:50,32.6,64
2020-06-04 18:42:50,32.6,64
2020-06-04 18:43:50,32.5,65
2020-06-04 18:44:50,32.5,65
2020-06-04 18:45:50,32.5,65
2020-06-04 18:46:50,32.5,65
2020-06-04 18:47:50,32.5,65
2020-06-04 18:48:50,32.5,65
2020-06-04 18:49:50,32.4,66
2020-06-04 18:50:50,32.4,66
2020-06-04 18:51:50,32.4,66
2020-06-04 18:52:50,32.4,66
2020-06-04 18:53:50,32.3,66
2020-06-04 18:54:50,32.3,66
2020-06-04 18:55:50,32.3,66
2020-06-04 18:56:50,32.3,66
2020-06-04 18:57:50,32.3,66
2020-06-04 18:58:50,32.3,66
2020-06-04 18:59:50,32.3,66
2020-06-04 19:00:50,32.2,66
2020-06-04 19:01:50,32.2,66
2020-06-04 19:02:50,32.2,66
2020-06-04 19:03:50,32.1,67
2020-06-04 19:04:50,32.1,67
2020-06-04 19:05:50,32.1,67
2020-06-04 19:06:50,32.1,68
2020-06-04 19:07:50,32.1,67
2020-06-04 19:08:50,32.1,67
2020-06-04 19:09:50,32.1,67
2020-06-04 19:10:50,32.1,68
2020-06-04 19:11:50,32.1,68
2020-06-04 19:12:50,32.0,68
2020-06-04 19:13:50,32.0,68
2020-06-04 19:14:50,32.0,68
2020-06-04 19:15:50,32.0,68
2020-06-04 19:16:50,32.0,68
2020-06-04 19:17:50,32.0,68
2020-06-04 19:18:50,32.0,68
2020-06-04 19:19:50,32.0,68
2020-06-04 19:20:50,31.9,68
2020-06-04 19:21:50,32.0,68
2020-06-04 19:22:50,32.0,68
2020-06-04 19:23:50,31.9,67
2020-06-04 19:24:50,31.9,67
2020-06-04 19:25:50,31.9,67
2020-06-04 19:26:50,31.9,67
2020-06-04 19:27:50,31.9,68
2020-06-04 19:28:50,31.9,68
2020-06-04 19:29:50,31.8,68
2020-06-04 19:30:50,31.8,68
2020-06-04 19:31:50,31.8,68
2020-06-04 19:32:50,31.8,68
2020-06-04 19:33:50,31.8,68
2020-06-04 19:34:50,31.8,68
2020-06-04 19:35:50,31.8,68
2020-06-04 19:36:50,31.7,68
2020-06-04 19:37:50,31.7,69
2020-06-04 19:38:50,31.7,68
2020-06-04 19:39:50,31.7,68
2020-06-04 19:40:50,31.7,68
2020-06-04 19:41:50,31.6,69
2020-06-04 19:42:50,31.6,69
2020-06-04 19:43:50,31.6,69
2020-06-04 19:44:50,31.6,68
2020-06-04 19:45:50,31.6,68
2020-06-04 19:46:50,31.6,68
2020-06-04 19:47:50,31.6,68
2020-06-04 19:48:50,31.5,68
2020-06-04 19:49:50,31.5,68
2020-06-04 19:50:50,31.5,68
2020-06-04 19:51:50,31.5,69
2020-06-04 19:52:50,31.5,69
2020-06-04 19:53:50,31.5,69
2020-06-04 19:54:50,31.4,69
2020-06-04 19:55:50,31.4,69
2020-06-04 19:56:50,31.4,69
2020-06-04 19:57:50,31.3,69
2020-06-04 19:58:50,31.3,69
2020-06-04 19:59:50,31.3,69
2020-06-04 20:00:50,31.3,69
2020-06-04 20:01:50,31.3,69
2020-06-04 20:02:50,31.2,69
2020-06-04 20:03:50,31.2,70
2020-06-04 20:04:50,31.2,70
2020-06-04 20:05:50,31.2,70
2020-06-04 20:06:50,31.2,70
2020-06-04 20:07:50,31.2,69
2020-06-04 20:08:50,31.2,70
2020-06-04 20:09:50,31.1,70
2020-06-04 20:10:50,31.1,70
2020-06-04 20:11:50,31.1,70
2020-06-04 20:12:50,31.1,70
2020-06-04 20:13:50,31.1,70
2020-06-04 20:14:50,31.1,70
2020-06-04 20:15:50,31.1,70
2020-06-04 20:16:50,31.0,70
2020-06-04 20:17:50,31.0,70
2020-06-04 20:18:50,31.0,70
2020-06-04 20:19:50,30.9,71
2020-06-04 20:20:50,30.9,71
2020-06-04 20:21:50,30.9,71
2020-06-04 20:22:50,30.9,71
2020-06-04 20:23:50,30.9,71
2020-06-04 20:24:50,30.9,71
2020-06-04 20:25:50,30.9,71
2020-06-04 20:26:50,30.9,71
2020-06-04 20:27:50,30.9,71
2020-06-04 20:28:50,30.9,71
2020-06-04 20:29:50,30.9,71
2020-06-04 20:30:50,30.9,72
2020-06-04 20:31:50,30.8,72
2020-06-04 20:32:50,30.8,72
2020-06-04 20:33:50,30.8,72
2020-06-04 20:34:50,30.8,72
2020-06-04 20:35:50,30.8,72
2020-06-04 20:36:50,30.7,72
2020-06-04 20:37:50,30.7,73
2020-06-04 20:38:50,30.7,73
2020-06-04 20:39:50,30.7,73
2020-06-04 20:40:50,30.7,73
2020-06-04 20:41:50,30.7,73
2020-06-04 20:42:50,30.7,73
2020-06-04 20:43:50,30.7,73
2020-06-04 20:44:50,30.7,73
2020-06-04 20:45:50,30.7,73
2020-06-04 20:46:50,30.7,73
2020-06-04 20:47:50,30.6,73
2020-06-04 20:48:50,30.6,73
2020-06-04 20:49:50,30.6,73
2020-06-04 20:50:50,30.6,74
2020-06-04 20:51:50,30.6,74
2020-06-04 20:52:50,30.5,74
2020-06-04 20:53:50,30.5,74
2020-06-04 20:54:50,30.5,74
2020-06-04 20:55:50,30.5,74
2020-06-04 20:56:50,30.5,74
2020-06-04 20:57:50,30.5,74
2020-06-04 20:58:50,30.5,74
2020-06-04 20:59:50,30.5,74
2020-06-04 21:00:50,30.5,75
2020-06-04 21:01:50,30.5,75
2020-06-04 21:02:50,30.5,74
2020-06-04 21:03:50,30.5,74
2020-06-04 21:04:50,30.5,74
2020-06-04 21:05:50,30.5,74
2020-06-04 21:06:50,30.5,75
2020-06-04 21:07:50,30.5,75
2020-06-04 21:08:50,30.5,74
2020-06-04 21:09:50,30.5,75
2020-06-04 21:10:50,30.5,74
2020-06-04 21:11:50,30.5,74
2020-06-04 21:12:50,30.5,74
2020-06-04 21:13:50,30.5,74
2020-06-04 21:14:50,30.5,74
2020-06-04 21:15:50,30.5,74
2020-06-04 21:16:50,30.5,74
2020-06-04 21:17:50,30.5,74
2020-06-04 21:18:50,30.5,74
2020-06-04 21:19:50,30.5,74
2020-06-04 21:20:50,30.5,74
2020-06-04 21:21:50,30.5,75
2020-06-04 21:22:50,30.5,75
2020-06-04 21:23:50,30.5,75
2020-06-04 21:24:50,30.4,75
2020-06-04 21:25:50,30.4,75
2020-06-04 21:26:50,30.4,75
2020-06-04 21:27:50,30.4,75
2020-06-04 21:28:50,30.4,75
2020-06-04 21:29:50,30.4,75
2020-06-04 21:30:50,30.4,75
2020-06-04 21:31:50,30.4,75
2020-06-04 21:32:50,30.4,75
2020-06-04 21:33:50,30.4,75
2020-06-04 21:34:50,30.4,76
2020-06-04 21:35:50,30.3,76
2020-06-04 21:36:50,30.3,76
2020-06-04 21:37:50,30.3,76
2020-06-04 21:38:50,30.2,77
2020-06-04 21:39:50,30.2,77
2020-06-04 21:40:50,30.2,77
2020-06-04 21:41:50,30.2,77
2020-06-04 21:42:50,30.1,77
2020-06-04 21:43:50,30.1,77
2020-06-04 21:44:50,30.2,77
2020-06-04 21:45:50,30.2,77
2020-06-04 21:46:50,30.1,77
2020-06-04 21:47:50,30.1,77
2020-06-04 21:48:50,30.1,78
2020-06-04 21:49:50,30.1,78
2020-06-04 21:50:50,30.1,78
2020-06-04 21:51:50,30.1,78
2020-06-04 21:52:50,30.1,78
2020-06-04 21:53:50,30.1,78
2020-06-04 21:54:50,30.1,78
2020-06-04 21:55:50,30.1,78
2020-06-04 21:56:50,30.1,78
2020-06-04 21:57:50,30.1,78
2020-06-04 21:58:50,30.1,78
2020-06-04 21:59:50,30.1,78
2020-06-04 22:00:50,30.1,78
2020-06-04 22:01:50,30.1,78
2020-06-04 22:02:50,30.1,78
2020-06-04 22:03:50,30.1,78
2020-06-04 22:04:50,30.0,78
2020-06-04 22:05:50,30.0,78
2020-06-04 22:06:50,30.1,78
2020-06-04 22:07:50,30.0,78
2020-06-04 22:08:50,30.1,78
2020-06-04 22:09:50,30.0,78
2020-06-04 22:10:50,30.1,78
2020-06-04 22:11:50,30.1,78
2020-06-04 22:12:50,30.1,79
2020-06-04 22:13:50,30.0,79
2020-06-04 22:14:50,30.0,78
2020-06-04 22:15:50,30.0,79
2020-06-04 22:16:50,30.0,79
2020-06-04 22:17:50,30.0,79
2020-06-04 22:18:50,30.0,79
2020-06-04 22:19:50,30.0,79
2020-06-04 22:20:50,30.0,79
2020-06-04 22:21:50,30.0,79
2020-06-04 22:22:50,30.0,79
2020-06-04 22:23:50,30.0,79
2020-06-04 22:24:50,30.0,79
2020-06-04 22:25:50,29.9,79
2020-06-04 22:26:50,29.9,79
2020-06-04 22:27:50,29.9,79
2020-06-04 22:28:50,29.9,79
2020-06-04 22:29:50,29.9,80
2020-06-04 22:30:50,29.9,80
2020-06-04 22:31:50,29.9,80
2020-06-04 22:32:50,29.9,80
2020-06-04 22:33:50,29.9,80
2020-06-04 22:34:50,29.9,80
2020-06-04 22:35:50,29.9,80
2020-06-04 22:36:50,29.9,80
2020-06-04 22:37:50,29.9,80
2020-06-04 22:38:50,29.9,80
2020-06-04 22:39:50,29.9,80
2020-06-04 22:40:50,29.9,80
2020-06-04 22:41:50,29.9,80
2020-06-04 22:42:50,29.9,80
2020-06-04 22:43:50,29.9,80
2020-06-04 22:44:50,29.9,80
2020-06-04 22:45:50,29.9,80
2020-06-04 22:46:50,29.9,80
2020-06-04 22:47:50,29.8,80
2020-06-04 22:48:50,29.8,80
2020-06-04 22:49:50,29.8,80
2020-06-04 22:50:50,29.8,80
2020-06-04 22:51:50,29.8,80
2020-06-04 22:52:50,29.9,80
2020-06-04 22:53:50,29.9,80
2020-06-04 22:54:50,29.9,80
2020-06-04 22:55:50,29.9,80
2020-06-04 22:56:50,29.9,80
2020-06-04 22:57:50,29.9,79
2020-06-04 22:58:50,29.9,79
2020-06-04 22:59:50,29.9,79
2020-06-04 23:00:50,29.9,79
2020-06-04 23:01:50,29.9,79
2020-06-04 23:02:50,29.9,79
2020-06-04 23:03:50,29.9,79
2020-06-04 23:04:50,29.9,79
2020-06-04 23:05:50,29.9,79
2020-06-04 23:06:50,29.9,79
2020-06-04 23:07:50,29.9,79
2020-06-04 23:08:50,29.9,79
2020-06-04 23:09:50,29.9,79
2020-06-04 23:10:50,29.9,79
2020-06-04 23:11:50,29.9,79
2020-06-04 23:12:50,29.8,79
2020-06-04 23:13:50,29.9,79
2020-06-04 23:14:50,29.9,80
2020-06-04 23:15:50,29.8,80
2020-06-04 23:16:50,29.8,80
2020-06-04 23:17:50,29.8,80
2020-06-04 23:18:50,29.8,80
2020-06-04 23:19:50,29.8,80
2020-06-04 23:20:50,29.8,80
2020-06-04 23:21:50,29.8,80
2020-06-04 23:22:50,29.8,80
2020-06-04 23:23:50,29.8,80
2020-06-04 23:24:50,29.8,80
2020-06-04 23:25:50,29.8,80
2020-06-04 23:26:50,29.8,80
2020-06-04 23:27:50,29.8,80
2020-06-04 23:28:50,29.8,80
2020-06-04 23:29:50,29.8,80
2020-06-04 23:30:50,29.7,80
2020-06-04 23:31:50,29.7,80
2020-06-04 23:32:50,29.8,81
2020-06-04 23:33:50,29.7,81
2020-06-04 23:34:50,29.7,81
2020-06-04 23:35:50,29.7,81
2020-06-04 23:36:50,29.7,81
2020-06-04 23:37:50,29.7,81
2020-06-04 23:38:50,29.7,81
2020-06-04 23:39:50,29.7,81
2020-06-04 23:40:50,29.7,81
2020-06-04 23:41:50,29.7,81
2020-06-04 23:42:50,29.7,81
2020-06-04 23:43:50,29.7,81
2020-06-04 23:44:50,29.6,81
2020-06-04 23:45:50,29.6,81
2020-06-04 23:46:50,29.6,81
2020-06-04 23:47:50,29.6,81
2020-06-04 23:48:50,29.6,81
2020-06-04 23:49:50,29.6,81
2020-06-04 23:50:50,29.6,82
2020-06-04 23:51:50,29.6,82
2020-06-04 23:52:50,29.6,82
2020-06-04 23:53:50,29.5,82
2020-06-04 23:54:50,29.5,82
2020-06-04 23:55:50,29.5,82
2020-06-04 23:56:50,29.5,82
2020-06-04 23:57:50,29.5,82
2020-06-04 23:58:50,29.5,82
2020-06-04 23:59:50,29.5,82
